name_p,username_p,created_at_t,year,text_t,lang_t,url_t,imagework,annotator
Ottawa Police,OttawaPolice,2016-05-03T20:02:17Z,2016,Fusillade sur le chemin privé Somero tôt ce matin https://t.co/Zd4XfItdXx,fr,https://twitter.com/OttawaPolice/status/727589114623733762,0,AL
Ottawa Police,OttawaPolice,2016-12-24T22:05:20Z,2016,Joyeux Hanoukka à tous ceux qui allument ce soir la 1ere de huit chandelles! https://t.co/utv06pxXEs,fr,https://twitter.com/OttawaPolice/status/812781232358572032,1,DK
Ottawa Police,OttawaPolice,2016-08-26T13:20:50Z,2016,"En fin de semaine, maintien de la présence policière accrue dans les environs du marché By https://t.co/quoGczFxmj",fr,https://twitter.com/OttawaPolice/status/769162690044555264,0,AL
Ottawa Police,OttawaPolice,2016-01-15T18:28:00Z,2016,"Mise à jour : Victor BUGLAR a 37 ans, non 45 ans https://t.co/hLFBRKukny #ottnews",fr,https://twitter.com/OttawaPolice/status/688065114419933184,0,AL
Ottawa Police,OttawaPolice,2016-03-20T12:10:19Z,2016,#Mon20mars Message de @MichaelleJeanF pour la Journée internationale de la Francophonie https://t.co/qztMkSDbW5 #ONfr #ottawa,fr,https://twitter.com/OttawaPolice/status/711525274479927296,1,AL
Ottawa Police,OttawaPolice,2016-04-07T17:27:53Z,2016,À identifier: Suspect recherché à la suite d'un détroussement aux environs de la rue Ritchie https://t.co/TUBDBo4i0r #ottnews,fr,https://twitter.com/OttawaPolice/status/718128174727561216,0,DK
Ottawa Police,OttawaPolice,2016-04-29T14:10:39Z,2016,La prochaine Séance d’information sur le recrutement aura lieu le 05 Mai https://t.co/udzrOv0qQD,fr,https://twitter.com/OttawaPolice/status/726051070871527424,0,DK
Ottawa Police,OttawaPolice,2017-05-27T00:00:33Z,2017,Nous ne surveillons pas nos comptes 24/7; ces comptes ne doivent pas être utilisés pour obtenir une aide immédiate | https://t.co/7acn2huiIA https://t.co/vVWRKqPaxF,fr,https://twitter.com/OttawaPolice/status/868255572457660417,0,AL
Ottawa Police,OttawaPolice,2017-01-18T19:00:00Z,2017,Prochaine réunion de la Commission de services policiers est le 23 jan. 16h-hôtel de ville #OttVille. Ordre du jour: https://t.co/EsURyNsJj1,fr,https://twitter.com/OttawaPolice/status/821794287138570240,0,AL
Ottawa Police,OttawaPolice,2017-08-26T20:20:11Z,2017,"Les lois sur la conduite av. facultés affaiblies touchent aussi bateaux, motomarines, canots, kayaks. Ne naviguez pas ivre. @MDTOttawaPolice https://t.co/ydEVkoRBNG",fr,https://twitter.com/OttawaPolice/status/901539799277989888,0,DK
Ottawa Police,OttawaPolice,2017-03-07T12:38:55Z,2017,La Séance d’information et de pratique PREP pour hommes et femmes le 11 mars prochain est maintenant fermée https://t.co/BXOi3l4i8Q,fr,https://twitter.com/OttawaPolice/status/839093005512474624,0,AL
Ottawa Police,OttawaPolice,2017-06-10T01:05:05Z,2017,Vous avez besoin d'une vérification policière? Faites votre demande en ligne! https://t.co/E3Q2LhuI0H https://t.co/sJPIkwqZs7,fr,https://twitter.com/OttawaPolice/status/873345238714208256,0,AL
Ottawa Police,OttawaPolice,2017-09-30T18:35:10Z,2017,Ne conduisez pas sous l'influence de la drogue ou de l'alcool. Aidons chacun à #RentrerEnVie en fin de semaine. https://t.co/G6aYyxGkcl,fr,https://twitter.com/OttawaPolice/status/914196940165992448,0,DK
Ottawa Police,OttawaPolice,2017-02-10T18:24:49Z,2017,Campagne-éclair d'application des règlements ciblant les opérateurs de dépanneuses https://t.co/nlSAkerbht,fr,https://twitter.com/OttawaPolice/status/830120354219687940,0,DK
Ottawa Police,OttawaPolice,2017-03-26T15:20:24Z,2017,Conduisez selon l'état de la route et accordez-vous plus d'espace pour freiner. https://t.co/ZOPnrsUkLJ,fr,https://twitter.com/OttawaPolice/status/846019009581645825,0,DK
Ottawa Police,OttawaPolice,2017-05-08T05:20:09Z,2017,Vite! Prenez 10 secondes pour répondre à notre sondage-éclair! https://t.co/O8FC9Msk0I https://t.co/hOoETelTIL,fr,https://twitter.com/OttawaPolice/status/861450626567462913,0,DK
Ottawa Police,OttawaPolice,2019-12-23T16:01:51Z,2019,Cette période de l’année peut être stressante. Prenez le temps de ralentir et décompresser - la santé mentale c’est important. https://t.co/gJV3YW5ANK,fr,https://twitter.com/OttawaPolice/status/1209142081333137419,1,DK
Ottawa Police,OttawaPolice,2019-08-08T15:10:38Z,2019,"Solide collaboration entre la Police d’Ottawa et @IncendiesOttawa, la semaine dernière sur la rue George, lorsqu’ils parvinrent à convaincre un homme à descendre d’une corniche d’immeuble. L’homme en détresse était armé d’une pelle. Il fut conduit à l’hôpital pour y être soigné. https://t.co/kawsxNYjE7",fr,https://twitter.com/OttawaPolice/status/1159482055148941312,0,DK
Ottawa Police,OttawaPolice,2019-08-26T18:16:20Z,2019,"Soyez vigilants, les ALbus scolaires circuleront cette semaine! Les propriétaires de véhicules sont passibles d’une amende allant de 400 $ à 2 000 $ et à 6 points d'inaptitude si leur véhicule dépasse illégalement un ALbus scolaire arrêté. https://t.co/jJgQa1xo4Q",fr,https://twitter.com/OttawaPolice/status/1166051767303512065,0,DK
Ottawa Police,OttawaPolice,2019-03-08T18:02:00Z,2019,"1/4 Hier soir, des agents de la SPO furent appelés par un voisin inquiet pour effectuer un contrôle de santé auprès d’un aîné dans une résidence du secteur Est. Sur les lieux, ils trouvèrent la neige d’un hiver entier, accumulée dans l’entrée, et ni pistes ni signes de vie.",fr,https://twitter.com/OttawaPolice/status/1104079836421664768,0,DK
Ottawa Police,OttawaPolice,2019-12-13T01:20:04Z,2019,Vous êtes prêts à faire la fête… avez-vous planifié votre retour à la maison en sécurité? Ne conduisez pas sous l'effet de la drogue ou de l'alcool. Vous avez bien plus à perdre que votre permis. https://t.co/QGp7oJmefm https://t.co/MEQNWpAsIh,fr,https://twitter.com/OttawaPolice/status/1205296295587528704,0,DK
Ottawa Police,OttawaPolice,2019-09-07T23:00:34Z,2019,"Si vous vous trouvez à Vanier, au marché By ou au centre-ville Rideau ce week-end, vous constaterez une augmentation visible du nombre d'agents dans le cadre de notre initiative de sécurité communautaire estivale. https://t.co/pscZadE7hY",fr,https://twitter.com/OttawaPolice/status/1170471953351827457,0,DK
Ottawa Police,OttawaPolice,2019-01-21T21:59:06Z,2019,On a reçu 112 appels de service liés à des collisions depuis 5h ce matin. https://t.co/iqxP8vjJSE,fr,https://twitter.com/OttawaPolice/status/1087469662177243143,0,AL
Ottawa Police,OttawaPolice,2019-12-03T20:37:24Z,2019,2/2 Ils furent tous deux inculpés. Prenez la peine de bien dégager vos vitres. Ne risquez pas votre vie en traversant à un feu rouge.,fr,https://twitter.com/OttawaPolice/status/1201963667778093056,0,DK
Ottawa Police,OttawaPolice,2020-03-17T18:35:15Z,2020,Modifications apportées aux services non-urgents offerts par la Police d’Ottawa https://t.co/t4u0BwQ8qP #ottnouvelles https://t.co/2Y4uFyCTXz,fr,https://twitter.com/OttawaPolice/status/1239983653041692673,0,DK
Ottawa Police,OttawaPolice,2021-03-25T00:00:10Z,2021,#SachezQuiVousRemorque: Vous avez le droit de décider qui peut remorquer votre véhicule. Ne vous laissez pas intimider ou forcer à accepter un remorquage que vous n'avez pas demandé. @SROttawa @IncendiesOttawa @OttawaParamedic @RegMunicip_Ott https://t.co/trCDVkMgN7,fr,https://twitter.com/OttawaPolice/status/1374873711820431362,0,DK
PoliceMRCdesCollines,Police_MRC,2014-09-08T12:22:04Z,2014,"Le service de police confirme le décès de la jeune fille, mais ne divulguera pas son identité et ce par respect pour la famille #policemrc",fr,https://twitter.com/Police_MRC/status/508953419143729152,0,AL
PoliceMRCdesCollines,Police_MRC,2014-06-09T23:26:05Z,2014,Vous passez par #Wakefield ? N'oubliez pas le chemin Valley est fermé entre la source d'eau et la Rte 105 #policemrc http://t.co/QRJX6D4fzt,fr,https://twitter.com/Police_MRC/status/476143227062718465,0,DK
PoliceMRCdesCollines,Police_MRC,2015-01-28T16:38:27Z,2015,Un « joy ride » en motoneige ! A joy ride on a snowmobile ! Un homme de 23 ans d'Ottawa arrêté http://t.co/3zsnXYcEcw #policemrc,fr,https://twitter.com/Police_MRC/status/560477011668660224,0,AL
PoliceMRCdesCollines,Police_MRC,2015-04-21T19:04:03Z,2015,#opérationpoliciere : 2 jeunes de 13 et 14 ans arrêtés et détenus pour interrogatoire. Possession d'une imitation d'arme #policemrc,fr,https://twitter.com/Police_MRC/status/590591847195611136,0,AL
PoliceMRCdesCollines,Police_MRC,2015-09-04T13:21:41Z,2015,PRÉSUMÉE NOYADE : notre escouade nautique vient à l'instant de débuter les recherches #policemrc,fr,https://twitter.com/Police_MRC/status/639790442029154306,0,AL
PoliceMRCdesCollines,Police_MRC,2016-08-24T17:50:16Z,2016,La collecte @HemaQuebec au centre sportif de La Pêche est en branle depuis 13h00... Venez nous voir ! #policemrc https://t.co/7ETjAR9Zox,fr,https://twitter.com/Police_MRC/status/768505724725067776,1,DK
PoliceMRCdesCollines,Police_MRC,2016-09-01T18:27:40Z,2016,Revenu Canada : Courriels frauduleux de faux remboursements / Fraudulent emails https://t.co/6CYSooD04b #policemrc https://t.co/AeuU0n3Mij,fr,https://twitter.com/Police_MRC/status/771414238585884676,0,AL
PoliceMRCdesCollines,Police_MRC,2016-08-15T15:02:55Z,2016,H de 21ans d'Ottawa arrêté hier à 15h45 conduisant avec les capacités affaiblies. merci au témoin qui le suivait et qui a appelé #policemrc,fr,https://twitter.com/Police_MRC/status/765202120404533248,0,DK
PoliceMRCdesCollines,Police_MRC,2017-01-19T20:14:38Z,2017,La route du Carrefour entre le 1601 et le chemin Eugène-Gravel est complètement fermée et ce dans les 2 sens. Aucune voie de contournement,fr,https://twitter.com/Police_MRC/status/822175460763308033,0,AL
PoliceMRCdesCollines,Police_MRC,2017-09-19T17:11:01Z,2017,Cette semaine c'est la tournée des écoles pour rencontrer nos brigadiers-meeting with our school patrol kids this week #policemrc https://t.co/e37Ezanc3m,fr,https://twitter.com/Police_MRC/status/910189498969071616,0,AL
PoliceMRCdesCollines,Police_MRC,2018-11-13T13:08:41Z,2018,"Plusieurs collisions à travers le territoire ce matin... Soyez prudents ! Rte Principale à La Pêche et Val-des-Monts, rte 105, rte 309, ch du Mont-Cascades, etc, etc #policemrc",fr,https://twitter.com/Police_MRC/status/1062331420318883841,0,AL
PoliceMRCdesCollines,Police_MRC,2019-04-19T21:59:29Z,2019,⚠️CRUE DES EAUX : Connaitre quelles routes « provinciales » sont fermées en Outaouais ▶️ https://t.co/KwNRtFV84G #policemrc @circul_ottgat @949Rouge @1047_FM @WOW_971 @lsp_10,fr,https://twitter.com/Police_MRC/status/1119359892614201346,0,DK
PoliceGatineau,PoliceGatineau,2012-03-15T12:10:34Z,2012,"Bon matin à tous et toutes! Les manifestations sont débutées. La circulation sera un peu perturbée à Hull,... http://t.co/PifTxMTV",fr,https://twitter.com/PoliceGatineau/status/180264727077855233,0,AL
PoliceGatineau,PoliceGatineau,2012-04-19T16:31:10Z,2012,Des projectiles sont lancés et les manifestants foncent sur les policiers en arrière du Pavillon Lucien-Brault #Gatineau,fr,https://twitter.com/PoliceGatineau/status/193013883940773888,0,DK
PoliceGatineau,PoliceGatineau,2012-03-30T18:04:20Z,2012,Bonjour! Venez nous rencontrer demain pour déchiqueter vos documents personnels afin de prévenir le vol... http://t.co/0vHBERMZ,fr,https://twitter.com/PoliceGatineau/status/185789574625239040,0,DK
PoliceGatineau,PoliceGatineau,2013-02-28T16:15:57Z,2013,Gare à la fraude durant la saison des impôts - Faits divers - Info07 - La Revue http://t.co/HifMM8Ck6K,fr,https://twitter.com/PoliceGatineau/status/307162236043018241,0,AL
PoliceGatineau,PoliceGatineau,2013-04-19T20:58:14Z,2013,Les manifestants marchent sur la rue Brodeur en direction ouest. #Gatineau #circulation #manifestation #manif,fr,https://twitter.com/PoliceGatineau/status/325352665406111746,0,DK
PoliceGatineau,PoliceGatineau,2013-09-05T17:23:06Z,2013,"Le SPVG a été appelé sur les lieux du 200 Montcalm ce matin, car un véhicule aurait été utilisé pour fracasser... http://t.co/I2liWmyTx5",fr,https://twitter.com/PoliceGatineau/status/375670436312645632,0,DK
PoliceGatineau,PoliceGatineau,2013-12-09T15:36:52Z,2013,Réouverture du boul. des Allumettières en direction O entre des Grives et Vanier suite à l'accident avec blessé #Gatineau #Outaouais,fr,https://twitter.com/PoliceGatineau/status/410070552976437248,0,DK
PoliceGatineau,PoliceGatineau,2014-09-18T23:26:15Z,2014,Le règlement pacifique du conflit est privilégié et souhaitable pour tous afin de ne pas compromettre la sécurité des personnes impliquées.,fr,https://twitter.com/PoliceGatineau/status/512744440524333056,0,AL
PoliceGatineau,PoliceGatineau,2014-08-13T18:15:34Z,2014,Nous souhaitons la bienvenue sur Twitter à nos collègues policiers de #Longueuil @PoliceSPAL! Au plaisir de gazouiller ensemble!,fr,https://twitter.com/PoliceGatineau/status/499620290234974208,0,AL
PoliceGatineau,PoliceGatineau,2015-09-16T20:05:15Z,2015,L'inspecteur Guindon remet un chèque de 2000$ à la Soupière de l'amitié à #Gatineau. Continuez votre bon travail! http://t.co/GeIcj6Bxzk,fr,https://twitter.com/PoliceGatineau/status/644240652742602752,1,DK
PoliceGatineau,PoliceGatineau,2015-12-25T16:31:15Z,2015,Vous avez reçu de beaux cadeaux? Ne tentez pas les voleurs : découpez les boîtes des articles reçus avant de les mettre au recyclage.,fr,https://twitter.com/PoliceGatineau/status/680425589640134656,0,AL
PoliceGatineau,PoliceGatineau,2015-10-19T14:26:51Z,2015,"Arrestation d'1 homme hier vers 1h pour poss.simple de stupéfiants,bris d'engagement et fuite suite à une courte poursuite policière @Aylmer",fr,https://twitter.com/PoliceGatineau/status/656114292807331840,0,DK
PoliceGatineau,PoliceGatineau,2015-04-11T00:28:35Z,2015,Manifestation terminée à #Gatineau #Hull. Tout s'est bien passé. Aucun incident. Merci à tous de votre patience! #manifencoursGAT,fr,https://twitter.com/PoliceGatineau/status/586687254124343296,0,AL
PoliceGatineau,PoliceGatineau,2015-07-07T21:07:56Z,2015,Saviez-vous que notre équipe a remporté 4 prix pour la campagne de communication sur la prévention de la #sextorsion? http://t.co/P9JsSVm7Jb,fr,https://twitter.com/PoliceGatineau/status/618526891784425472,0,AL
PoliceGatineau,PoliceGatineau,2016-01-21T13:36:23Z,2016,Heureux de venir en aide à nos voisins! https://t.co/tYR1RfGpbJ,fr,https://twitter.com/PoliceGatineau/status/690166054778175490,0,AL
PoliceGatineau,PoliceGatineau,2016-06-29T15:48:25Z,2016,#circulation #Gatineau accident Boul La Vérendrye et St-Louis impliquant 2 véh. Ralentissement à prévoir.,fr,https://twitter.com/PoliceGatineau/status/748181337161539584,0,AL
PoliceGatineau,PoliceGatineau,2017-02-03T17:05:15Z,2017,Opération en cours #Aylmer #Gatineau: périmètre de sécurité érigé à la suite d'1 tentative d'introduction par effraction dans une résidence,fr,https://twitter.com/PoliceGatineau/status/827563612805931008,0,DK
PoliceGatineau,PoliceGatineau,2017-12-15T23:55:00Z,2017,"L’alcool, les drogues et certains médicaments peuvent affecter votre capacité de conduire, en plus de vous exposer à des sanctions sévères. Planiﬁez vos déplacements! #Gatineau #opVACCIN https://t.co/o4ST4B64l6",fr,https://twitter.com/PoliceGatineau/status/941818907798597633,0,DK
PoliceGatineau,PoliceGatineau,2018-04-10T12:41:42Z,2018,Une nouvelle ressource pour les victimes qui n’osent toujours pas briser le silence. https://t.co/n21M2RHpLr,fr,https://twitter.com/PoliceGatineau/status/983686462448300034,0,DK
PoliceGatineau,PoliceGatineau,2019-02-26T14:39:46Z,2019,#Collision boulevard Alexandre Taché dans le secteur de Hull: intervention terminée. Retour à la normale pour la #circulation dans ce secteur. #Gatineau,fr,https://twitter.com/PoliceGatineau/status/1100405064936669185,0,AL
PoliceGatineau,PoliceGatineau,2021-03-17T15:59:48Z,2021,"🚧 Des travaux de remplacement de ponceaux sont en cours sur le boul. Gréber, en face de notre quartier général. Des signaleurs sont sur place et l’entrée publique du poste de police demeure accessible en tout temps. Ces travaux devraient se poursuivre jusqu’au 19 mars. #Gatineau",fr,https://twitter.com/PoliceGatineau/status/1372216110712557568,0,DK
Police Laval,policelaval,2013-07-21T21:37:53Z,2013,"L'eau du robinet est sans risques malgré une odeur pour les secteurs Ste-Rose, Vimont et Auteuil. SVP réduire votre consommation d'eau.",fr,https://twitter.com/policelaval/status/359064715198078977,0,DK
Police Laval,policelaval,2014-05-14T14:23:08Z,2014,Ce matin le directeur Pierre Brochet accueille des étudiants pour une visite du QG de la police de Laval. /DG http://t.co/UhPW8cT2L3,fr,https://twitter.com/policelaval/status/466584503540928512,1,DK
Police Laval,policelaval,2015-01-08T19:15:27Z,2015,Soyez prudents sur les sentiers. Rappel des règles de sécurité / infractions passible d'amende http://t.co/E33Xlov463 http://t.co/7LcqlDDjrs,fr,https://twitter.com/policelaval/status/553268770270359552,0,DK
Police Laval,policelaval,2016-03-17T17:02:53Z,2016,Nous remettons un don de 47 947$ à @FondMartinMatte grâce à la vente du calendrier des maîtres-chiens #LVLK9 https://t.co/G5RetV0yex,fr,https://twitter.com/policelaval/status/710511737339043842,0,AL
Police Laval,policelaval,2017-10-24T19:25:39Z,2017,Le Calendrier des chiens policier est arrivé! https://t.co/0xTcRb66lD https://t.co/9fOuQ2Ggim,fr,https://twitter.com/policelaval/status/922906953994694656,1,DK
Police Laval,policelaval,2017-09-25T17:51:31Z,2017,"Des appels robotisés provenant supposément de Revenue Canada, soyez futé. Vous pouvez rapporter le tout via ce lien. https://t.co/s6N3G5wI9w",fr,https://twitter.com/policelaval/status/912374016735875072,0,DK
Police Laval,policelaval,2018-03-27T16:46:41Z,2018,#Lavaldisparition Le jeune Maverick Rioux vient tout juste d'être retrouvé. Sain et sauf. Il sera reconduit chez lui. Merci pour vos partages.,fr,https://twitter.com/policelaval/status/978674684727308288,0,AL
Police RIPTB,PoliceRIPTB,2015-03-21T16:50:37Z,2015,"Autre cas de cellulaire au volant, cette fois-ci pour filmer son enfant et texter aux É-U! http://t.co/UhP8JB7KlJ",fr,https://twitter.com/PoliceRIPTB/status/579324245773316096,0,DK
Police RIPTB,PoliceRIPTB,2017-10-12T13:08:06Z,2017,"Notre Directeur fait l'allocution d'ouverture du Séminaire Intersection, ce matin à L'école Nationale de Police. https://t.co/jqg1aLFebx",fr,https://twitter.com/PoliceRIPTB/status/918463287578300416,0,DK
Police de Longueuil,PoliceSPAL,2014-09-24T11:40:35Z,2014,Opération démantèlement réseau de vente de stupéfiants en cours. 3 hommes arrêtés. 3 perquisitions. Plus de détails à venir #SPAL,fr,https://twitter.com/PoliceSPAL/status/514741179145936898,0,DK
Police de Longueuil,PoliceSPAL,2015-05-12T17:25:11Z,2015,Simulation frappante présentée au Colisée Jean-Béiveau devant 3000 finissants très attentifs à la veille des bals http://t.co/nkAOhmLa0E,fr,https://twitter.com/PoliceSPAL/status/598177115201249281,0,AL
Police de Longueuil,PoliceSPAL,2015-12-25T16:11:19Z,2015,Voici quelques uns des chanceux qui ont reçu un billet de 100$ remis par la @PoliceSPAL. Merci au donateur anonyme. https://t.co/HijLtzPqpl,fr,https://twitter.com/PoliceSPAL/status/680420568060047360,0,DK
Police de Longueuil,PoliceSPAL,2016-01-12T19:03:14Z,2016,Le @PoliceSPAL recherche un suspect de vol qualifié commis le 25 décembre denier. Vidéo: https://t.co/bpvBrYzMmR https://t.co/zsKd3mvOgM,fr,https://twitter.com/PoliceSPAL/status/686986815371358209,0,DK
Police de Longueuil,PoliceSPAL,2016-05-05T14:31:49Z,2016,À peine 40 % des Canadiens ont une trousse d’urgence à la maison. Aidez nous à corriger cette statistique! https://t.co/9v6IpL8t1U,fr,https://twitter.com/PoliceSPAL/status/728230731747577856,0,DK
Police de Longueuil,PoliceSPAL,2018-06-06T16:07:34Z,2018,Vous les avez probablement remarqués au cours des dernières semaines. Les agents motards de la patrouille spécialisée du @PoliceSPAL sont de retour sur la route. Notre caméra était sur les lieux lors de leur entrainement. https://t.co/5rFVY7PXi1,fr,https://twitter.com/PoliceSPAL/status/1004394376519389184,0,AL
